Schedule.exported.from;data/regimes/fig5_Refinement/5_RandomSearch.csv;;;;;;;;
Lamp timestamp;2025-12-19 12:18:11;;;;;;;;
;380nm;400nm;420nm;450nm;530nm;620nm;660nm;735nm;5700k
07:00:00;0;0;841;0;0;751;832;950;0
07:05:00;0;0;981;0;0;835;819;991;0
07:10:00;0;0;843;0;0;716;832;913;0
07:15:00;0;0;895;0;0;833;946;967;0
07:20:00;0;0;847;0;0;865;546;900;0
07:25:00;0;0;862;0;0;899;745;956;0
07:30:00;0;0;936;0;0;846;555;997;0
07:35:00;0;0;763;0;0;825;887;912;0
07:40:00;0;0;843;0;0;900;252;921;0
07:45:00;0;0;938;0;0;740;251;893;0
07:50:00;0;0;915;0;0;784;884;910;0
07:55:00;0;0;933;0;0;807;383;957;0
08:00:00;0;0;964;0;0;836;758;909;0
08:05:00;0;0;773;0;0;861;865;980;0
08:10:00;0;0;903;0;0;715;790;951;0
08:15:00;0;0;846;0;0;851;587;922;0
08:20:00;992;403;0;270;0;780;0;0;0
08:25:00;997;252;0;96;0;958;0;0;0
08:30:00;981;403;0;177;0;837;0;0;0
08:35:00;944;78;0;37;0;764;0;0;0
08:40:00;898;252;0;393;0;817;0;0;0
08:45:00;959;390;0;400;0;783;0;0;0
08:50:00;930;237;0;308;0;920;0;0;0
08:55:00;995;336;0;114;0;940;0;0;0
09:00:00;897;305;0;260;0;866;0;0;0
09:05:00;933;379;0;50;0;846;0;0;0
09:10:00;986;340;0;254;0;965;0;0;0
09:15:00;863;494;0;13;0;997;0;0;0
09:20:00;887;14;0;25;0;909;0;0;0
09:25:00;905;367;0;188;0;817;0;0;0
09:30:00;954;315;0;48;0;968;0;0;0
09:35:00;956;320;0;32;0;884;0;0;0
09:40:00;881;383;0;412;0;898;0;0;0
09:45:00;952;389;0;220;0;928;0;0;0
09:50:00;917;164;0;393;0;877;0;0;0
09:55:00;869;415;0;408;0;830;0;0;0
10:00:00;891;29;0;327;0;766;0;0;0
10:05:00;959;276;0;195;0;834;0;0;0
10:10:00;877;289;0;126;0;778;0;0;0
10:15:00;936;363;0;224;0;896;0;0;0
10:20:00;917;224;0;188;0;856;0;0;0
10:25:00;962;128;0;384;0;833;0;0;0
10:30:00;992;467;0;279;0;792;0;0;0
10:35:00;996;62;0;310;0;922;0;0;0
10:40:00;861;258;0;342;0;1000;0;0;0
10:45:00;879;258;0;100;0;848;0;0;0
10:50:00;991;183;0;228;0;902;0;0;0
10:55:00;892;101;0;76;0;927;0;0;0
11:00:00;939;417;0;357;0;977;0;0;0
11:05:00;866;462;0;334;0;863;0;0;0
11:10:00;992;172;0;11;0;805;0;0;0
11:15:00;946;409;0;272;0;879;0;0;0
11:20:00;907;385;0;107;0;849;0;0;0
11:25:00;925;48;0;365;0;915;0;0;0
11:30:00;951;311;0;69;0;817;0;0;0
11:35:00;967;344;0;66;0;808;0;0;0
11:40:00;890;399;0;119;0;887;0;0;0
11:45:00;876;58;0;179;0;988;0;0;0
11:50:00;893;77;0;132;0;848;0;0;0
11:55:00;949;44;0;388;0;907;0;0;0
12:00:00;861;168;0;181;0;823;0;0;0
12:05:00;954;353;0;6;0;986;0;0;0
12:10:00;989;4;0;374;0;802;0;0;0
12:15:00;867;219;0;50;0;887;0;0;0
12:20:00;960;297;0;242;0;846;0;0;0
12:25:00;894;134;0;99;0;996;0;0;0
